,0
0,1.1487764123207331
1,1.1516781005859376
2,1.1566521081912517
3,1.1498310108339787
4,1.1507406904113293
5,1.1486466869848966
6,1.1408520291638375
7,1.1480890606856347
8,1.1531584273040294
9,1.1543057099723817
10,1.1521990326213836
11,1.1425613120126723
12,1.1503517064285278
13,1.1484162471479178
14,1.1520420724511147
15,1.1549152223825456
16,1.1516773091006278
17,1.1608824219012261
18,1.1527733901023867
19,1.158917336540222
20,1.1525586155819894
21,1.1522300839698314
22,1.1590624149918556
23,1.1526101450926063
24,1.151109589395523
25,1.1551893054676057
26,1.1482207934141158
27,1.1508209040820598
28,1.1571367907524108
29,1.152507064166665
30,1.1535400611114501
31,1.1447435599124431
32,1.1494571290653943
33,1.1534568015289306
34,1.1509245807552337
35,1.1509914999675752
36,1.1361008282750846
37,1.1362628909766674
38,1.1538555908203125
39,1.1432821176350116
40,1.1448521270453929
41,1.1417062040895223
42,1.1514352781039476
43,1.1541250496149063
44,1.1455728618514538
45,1.1478023589360713
46,1.145136925703287
47,1.13495570663929
48,1.1481121207940579
49,1.1600593280005453
50,1.169685128788948
51,1.1324276686227321
52,1.167082890894413
53,1.1385752464342116
54,1.175904477442503
55,1.1439691149187088
56,1.1595064678537845
57,1.1686269821834563
58,1.1628473918867113
59,1.1614635205543042
60,1.1614012214422227
61,1.1769643930864333
62,1.1709795852613447
63,1.1657062792754171
64,1.1480000381183624
65,1.1569799583005906
66,1.1528106924331187
67,1.1292125312125683
68,1.14519284427166
69,1.1506485042679309
70,1.1555247723579407
71,1.1588450027942656
72,1.1574529726982117
73,1.1570125221896173
74,1.1487589773452282
75,1.158753315435648
76,1.1567064523458481
77,1.1642314909744262
78,1.151121785144806
79,1.1473932651758194
80,1.1565108828902244
81,1.1447035184669494
82,1.1454398910194636
83,1.1645484014511107
84,1.1631853419578075
85,1.1608300708830357
86,1.1628853887677193
87,1.1602473869025707
88,1.1584618221545218
89,1.1560565525722504
90,1.15360244743824
91,1.1516157408821583
92,1.1593557586669923
93,1.151352031610012
94,1.1523468576335907
95,1.1568875806331635
96,1.1619762371778488
97,1.1479526498496533
98,1.1575802082777022
99,1.1470651993870735
100,1.1533349927723409
101,1.1551847795248031
102,1.1579383573472501
103,1.1447057658702136
104,1.1443504000484943
105,1.148022417781353
106,1.1529181918716431
107,1.1507732747220993
108,1.1463517603063584
109,1.1492166066682339
110,1.156525013551712
111,1.1540926002287863
112,1.14581972489357
113,1.1561813941180707
114,1.1589699734330177
115,1.1578398598670958
116,1.1533032321989536
117,1.1484046475291252
118,1.1522063083291052
119,1.15507235096097
120,1.1520804157781601
121,1.149902661743164
122,1.148132183394432
123,1.1422597814846038
124,1.1419594351291658
125,1.1493718711227177
126,1.1477218591976166
127,1.1431897416687011
128,1.138344118273258
129,1.1463923323899508
130,1.1472795706939698
131,1.1433542450380325
132,1.150416488776803
133,1.1557243428981305
134,1.1483932813704012
135,1.1557630321455001
136,1.1421855492115018
137,1.1481416961669921
138,1.1533084556519984
139,1.144275915853381
140,1.1533053000283242
141,1.142130937693119
142,1.1441209349358081
143,1.1618409869730473
144,1.1616332917070389
145,1.1494591155838967
146,1.1578996852755545
147,1.152908863672018
148,1.15751229814291
149,1.1535299623632433
150,1.1487495486974717
151,1.1568242761850358
152,1.1526362657260896
153,1.1600527320981024
154,1.1436179044747352
155,1.1665617678666114
156,1.1488443285220862
157,1.1456229971587657
158,1.1562784181582926
159,1.1527416388320921
160,1.1529336039733886
161,1.1553263998746872
162,1.158130410629511
163,1.1521685022056103
164,1.1523604982078075
165,1.1394057417035102
166,1.151778110074997
167,1.1585058555078507
168,1.149248782505393
169,1.1474253104031087
170,1.1529135395050047
171,1.1466683741927146
172,1.146969598069787
173,1.149480408949852
174,1.1451412451684475
175,1.1599657977735995
176,1.1511373295783998
177,1.1515322375273707
178,1.1514682033050059
179,1.1547179848480225
180,1.1494071962928771
181,1.149887998366356
182,1.1480222446721793
183,1.1463293307721616
184,1.1492274546515941
185,1.1540156063747404
186,1.1515771881103516
187,1.1502393493652345
188,1.1475003430819513
189,1.1474507301187515
190,1.1493828672981263
191,1.1480530322039126
192,1.1438309243392943
193,1.1438538301622867
194,1.145736331384182
195,1.1420712747967243
196,1.1425099693268537
197,1.1437443073391915
198,1.1415432735604045
199,1.14395014392972
200,1.1466331203842162
201,1.1473451112401487
202,1.1521221666526795
203,1.144605967915058
204,1.1460361485600472
205,1.1481088498330116
206,1.1434912205982208
207,1.1433447172451021
208,1.144685497303009
209,1.1524483257555962
210,1.1552095011806487
211,1.1483479851222038
212,1.1463458624392746
213,1.1447230147552492
214,1.1393209542226792
215,1.1478932185840607
216,1.1450484397947789
217,1.1492392096710204
218,1.1439811465084553
219,1.1382057491475344
220,1.1479582279229164
221,1.147435315871835
222,1.136891389220953
223,1.1423936240279675
224,1.1503387875795363
225,1.1485452680325507
226,1.1488458325195312
227,1.1498911295318603
228,1.150172644300461
229,1.1461592439383268
230,1.1497859421372414
231,1.1498468824625014
232,1.1527180331027507
233,1.1481323027944565
234,1.1465179176807403
235,1.1471259318351745
236,1.1470076033592225
237,1.1517174863886832
238,1.147906484375
239,1.1538669311785699
240,1.1479815451741218
241,1.1478470127177238
242,1.1514090550422669
243,1.1422220340549947
244,1.1474126904273032
245,1.1539651961755752
246,1.1467698311805725
247,1.1446597948884962
248,1.1415731852006912
249,1.1434100231862068
250,1.1497325515007972
251,1.1474508463001252
252,1.1521301515841484
253,1.148585864084959
254,1.1454411495363712
255,1.1457944187498093
256,1.1443659344315529
257,1.1469403994220497
258,1.1460645733469725
259,1.1478638781738282
260,1.1459699757814406
261,1.1429125215375422
262,1.1504092442321778
263,1.1508181006634235
264,1.1432880157452823
265,1.139001487287283
266,1.144734451060295
267,1.1373980194973945
268,1.142126737985611
269,1.1491769279634954
270,1.1508968419802188
271,1.1509500033831594
272,1.1451741947197913
273,1.1467582584238052
274,1.1474112707304953
275,1.1469028005677462
276,1.1462704043388368
277,1.1488077136301993
278,1.150292399072647
279,1.1437142557287217
280,1.141370552161932
281,1.1463106308829785
282,1.1400773846626282
283,1.1374036660194395
284,1.1451234630632399
285,1.145570779566765
286,1.147147517580986
287,1.1485339989781378
288,1.1458869144690036
289,1.14528307762146
290,1.1497678984236719
291,1.1466346323251724
292,1.1521930563712122
293,1.1544256728172304
294,1.1461023259299994
295,1.1496347194218635
296,1.1473662079894542
297,1.1464229381883144
298,1.1585453413009643
299,1.1567111396121978
300,1.1514963587224483
301,1.1459362279236316
302,1.1410105907899142
303,1.1514469365000726
304,1.1521199362277985
305,1.1482147054374219
306,1.141965966593027
307,1.1419883610963821
308,1.14432887214303
309,1.150140650653839
310,1.1501098897862434
311,1.1513117645502091
312,1.1476436782956123
313,1.1475295918738841
314,1.1531271774721146
315,1.1486714929485322
316,1.1442193377941845
317,1.1443682390403749
318,1.1477546814113857
319,1.1572660560941697
320,1.1551312234210969
321,1.1473828263241053
322,1.1499166615486145
323,1.1378104062241314
324,1.1318312226569651
325,1.1274260764598845
326,1.138040086927414
327,1.1490520735663174
328,1.145443693548441
329,1.1385310845363141
330,1.150750199712515
331,1.158523251800537
332,1.1581131163787841
333,1.1530473810052873
334,1.1514813275623321
335,1.162749944858551
336,1.1208630201888083
337,1.197342656388283
338,1.1514877832901478
339,1.065859427204132
340,1.1553103895843029
341,1.0852787366867065
342,1.111833995795846
343,1.2144773056900502
344,1.1583499080765247
345,1.14523775318861
346,1.1550317769789695
347,1.142287901133299
348,1.1534512147057057
349,1.1515148267936708
350,1.174998683834076
351,1.150252590250969
352,1.15334732711792
353,1.1524216173446178
354,1.1397811834716798
355,1.163671592719555
356,1.1487672650688887
357,1.1439391278666258
358,1.1482900596141814
359,1.147033161883354
360,1.138074555310607
361,1.1357341207265854
362,1.1379508351564407
363,1.1354760827374457
364,1.1418863114023208
365,1.149131982988715
366,1.1432275908851623
367,1.1475624162387847
368,1.1566364975309373
369,1.1530010293197632
370,1.1501733824253084
371,1.164261092811823
372,1.1682954227137565
373,1.1596251168823242
374,1.166722691577673
375,1.1582249759590626
376,1.151653846395016
377,1.1573165885066987
378,1.1487830355203152
379,1.144134070556164
380,1.145424516272545
381,1.1554091397047044
382,1.151417045726776
383,1.1409845159196852
384,1.1502676152563096
385,1.1513422662878037
386,1.1572682421278955
387,1.151753823194504
388,1.147028358590603
389,1.1551161055374146
390,1.1519192860984804
391,1.1459077468943597
392,1.158088619775772
393,1.1498590382277964
394,1.158909742078781
395,1.152552870965004
396,1.149195069580078
397,1.154626797683239
398,1.153357569268942
399,1.1429783809125424
400,1.149312034816742
401,1.1520484845638277
402,1.142197885274887
403,1.1430842327725887
