,0,1,2,3,4,5,6,7,8,9
0,-7.059659090909065,1.689837109796275,-6.827651515151558,1.5184014624048074,-5.9375,1.6541313636412975,-5.497159090909065,1.5118174728719707,-3.972334393939363,1.0924726348656881
1,-6.382575757575708,1.3426233745270661,-5.411931818181799,1.3639026728594155,-7.689393939393909,1.5837807019860646,-5.525568181818201,1.4156452676289815,-3.9928895454546165,1.0229779168618325
2,-7.125946969697026,1.3032869781111334,-5.833333333333357,1.31587768843046,-7.135416666666643,1.4440316037840977,-5.3267045454545325,1.526713109391686,-3.8491981818182097,1.103238871198454
3,-6.500946969697026,1.3327891182320202,-3.0397727272727337,1.3865149880125605,-5.340909090909065,1.5119936315128901,-2.471590909090935,1.6502332041560592,-1.786021060606089,1.192495965628478
4,-3.1688265151515793,1.4580028054990357,-1.7660984848484418,1.5989952779043253,-2.476325757575708,1.7062018467155453,-3.963068181818201,1.9949251213189487,-2.863785303030255,1.44157678621137
5,-4.859167424242514,1.8146769656683681,-6.344696969697026,1.8903384327934158,-4.109848484848442,1.9271082289360548,-7.907196969697026,2.078590503539588,-5.713937575757626,1.5020375073702963
6,-7.671667424242372,1.7295092942271992,-12.547348484848442,2.042856620394002,-9.0625,1.8619813188692795,-15.336174242424292,2.241756305365199,-11.082267575757498,1.6199433625957107
7,-11.235833333333218,1.8203079210997142,-15.203598484848442,2.1987461796207164,-11.155303030302974,1.9653999603470615,-17.381628787878824,2.4364932228936347,-12.560361363636261,1.7606656856494134
8,-13.967840909090867,2.0625273246210454,-19.147727272727266,2.474267098681918,-15.075757575757578,2.1281917267545345,-20.40246212121211,2.645562175645587,-14.743283333333252,1.9117435824952613
9,-18.71215909090907,2.3101074082249333,-21.955492424242422,2.7959886084449126,-19.043560606060623,2.3988075173229904,-20.78125,2.7692700363256217,-15.017024545454518,2.001139964874764
10,-19.177293787878895,2.392644560676338,-19.12878787878789,2.562651174738464,-17.982954545454533,2.3888042173528947,-15.142045454545467,2.4321898611459503,-10.942022121212176,1.7575566602509363
11,-13.718013484848512,1.9923234800368053,-13.366477272727266,1.888403367369525,-12.088068181818201,1.7139042321384672,-10.217803030302974,1.4707899715784942,-7.383636363636299,1.0628276244568515
12,-10.195286212121246,1.5500231796235917,-9.469696969697026,1.5193047952765808,-8.584280303030312,1.4496321491221817,-5.1420454545454675,1.259788635853171,-3.71579954545453,0.9103523135923663
13,-5.236696969696979,1.3821953387556576,-3.025568181818201,1.3820081078358284,-2.0537492424242743,1.2938291138217637,1.1126893939393767,1.3081021360532623,0.8040290909091397,0.9452657610910228
14,2.0881136363636443,1.3656120755329837,2.6657196969696884,1.360217067251151,3.3250386363636153,1.3655719471031025,6.7850378787878896,1.4771197473237856,4.902984848484877,1.0673993335411767
15,8.231544545454597,1.5094784123748515,10.549242424242422,1.6295529827390451,10.403637121212057,1.6819755829133227,12.888257575757578,1.8860683983088136,9.313341666666659,1.362913843676715
