,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,0.0,9.490550994873047,46.771339416503906,7.481263160705566,29.532318115234375,47.791587829589844,44.12824630737305,40.72244644165039,0.028643161058425903,42.508445739746094,15.9405517578125,0.0,0.0,41.585243225097656,44.323516845703125,4.631572246551514,36.86841583251953,0.0,38.96121597290039,0.0
1,13.232157707214355,32.59782791137695,36.5394401550293,0.0,54.815345764160156,56.7403564453125,50.009151458740234,18.322612762451172,12.696002960205078,58.34815216064453,42.076812744140625,0.0,0.0,41.14650344848633,27.139925003051758,46.81732177734375,2.013904333114624,0.0,62.475120544433594,0.0
2,28.439666748046875,0.0,22.227401733398438,16.762170791625977,59.37677001953125,31.964902877807617,123.96187591552734,19.200910568237305,15.782517433166504,49.52190399169922,29.99742889404297,0.0,0.0,18.958017349243164,42.674339294433594,51.204837799072266,28.696380615234375,0.0,10.923707962036133,0.0
3,21.599998474121094,8.90510368347168,36.610408782958984,4.3928375244140625,89.27840423583984,48.8596305847168,46.508888244628906,10.559690475463867,18.121305465698242,54.90802764892578,25.387250900268555,0.0,0.0,0.0,0.0,17.015579223632812,20.047597885131836,0.0,28.272037506103516,0.0
4,68.8062515258789,0.0,32.26433563232422,0.0,83.9620590209961,31.43885040283203,48.37285614013672,53.62572479248047,31.41412925720215,42.89574432373047,13.299094200134277,0.0,0.0,8.833043098449707,13.842070579528809,20.409446716308594,1.111771583557129,0.0,52.93226623535156,0.0
5,111.18412780761719,0.0,27.554113388061523,40.14757537841797,42.719390869140625,29.80255699157715,76.06356048583984,55.65302276611328,28.723278045654297,9.05084228515625,32.646995544433594,0.0,0.0,0.0,0.0,54.39078903198242,3.2602028846740723,0.0,39.31160354614258,0.0
6,90.3416519165039,0.0,37.76048278808594,85.84827423095703,38.614112854003906,50.9537353515625,81.26301574707031,30.554302215576172,25.274560928344727,9.37814712524414,66.81139373779297,0.0,0.0,0.0,11.646991729736328,19.39547348022461,43.13201141357422,22.316730499267578,22.559913635253906,8.678760528564453
7,65.17329406738281,0.0,39.722496032714844,66.17831420898438,22.635910034179688,64.60184478759766,25.869813919067383,32.92593765258789,43.83544921875,36.56658935546875,74.0779800415039,0.0,0.0,25.818933486938477,17.07379722595215,0.0,37.21243667602539,23.701461791992188,56.37849807739258,7.696573257446289
8,59.63051223754883,0.0,3.617640733718872,41.04411697387695,22.624370574951172,60.18442153930664,0.7437940835952759,28.782995223999023,26.213701248168945,25.330806732177734,52.550697326660156,0.0,0.0,31.25339698791504,47.47083282470703,3.4646880626678467,1.8423235416412354,3.508028030395508,42.845741271972656,5.458920478820801
9,57.03276062011719,0.0,0.0,45.61656951904297,15.312273025512695,66.75140380859375,13.94672966003418,31.87133026123047,4.603743553161621,19.549936294555664,48.18806457519531,0.0,0.0,11.976370811462402,32.07161331176758,23.557432174682617,16.92517852783203,0.0,0.0,0.0
10,47.39560317993164,0.0,21.521760940551758,63.947349548339844,32.21076965332031,96.69217681884766,35.19301223754883,0.0,34.30002212524414,10.97732162475586,34.090824127197266,0.0,0.0,0.0,4.677671909332275,38.95302200317383,41.47834014892578,23.068050384521484,0.0,0.0
11,32.435386657714844,0.0,23.7973690032959,25.305200576782227,15.194066047668457,42.38918685913086,7.083150386810303,9.506680488586426,31.44437599182129,4.899764537811279,0.0,0.0,0.0,13.399942398071289,5.722860813140869,5.532275676727295,17.929855346679688,5.530191421508789,23.378475189208984,0.0
12,29.933059692382812,10.968269348144531,38.265350341796875,6.90032434463501,11.392719268798828,48.289649963378906,27.22718620300293,35.436824798583984,1.7233097553253174,14.644462585449219,30.041702270507812,0.0,0.0,48.251434326171875,22.91331672668457,55.1919059753418,0.9863120913505554,0.0,45.080413818359375,0.0
